Kennewick.O3,Kennewick.OZONE_AIRPACT4,WRF_4km_BCAA.Surface_pres_Pa,WRF_4km_BCAA.PBL_m,WRF_4km_BCAA.T_K,WRF_4km_BCAA.windspeed_m_per_s,WRF_4km_BCAA.WindDir_deg,WRF_4km_BCAA.RH_pct,Wildfire_smoke_caused_excess_ozone_YN,date
,48.8,98937.086,134.14279,286.82797,1.1529496000000001,264.2804,46.8,,2020-05-02 01:00:00
,48.8,98916.086,82.78151,286.12177,1.552254,251.89147999999997,49.1,,2020-05-02 02:00:00
,47.6,98885.79,67.69136,285.6393,1.5370953,264.77734,49.3,,2020-05-02 03:00:00
,46.1,98875.766,73.00953,285.12653,1.5622435,277.54092,47.8,,2020-05-02 04:00:00
,45.0,98889.06,101.50149499999999,284.91953,1.1443923,258.9415,50.3,,2020-05-02 05:00:00
,46.0,98787.055,94.8835,286.06088,1.6364661,315.85364,48.2,,2020-05-02 06:00:00
,47.6,98834.48,409.90457000000004,288.04068,2.94026,303.08115,40.8,,2020-05-02 07:00:00
,45.3,98760.055,576.9925,289.02362,3.2192733,354.56427,32.6,,2020-05-02 08:00:00
,48.4,98733.86,822.56573,290.7432,3.349264,341.3654,36.8,,2020-05-02 09:00:00
,51.6,98656.64,1039.5234,292.3161,3.023959,345.14862,32.8,,2020-05-02 10:00:00
,53.9,98563.37,1185.7107,294.05377000000004,2.1428404,339.86566,28.4,,2020-05-02 11:00:00
,54.9,98438.72,1279.3196,295.4961,1.264892,319.09637000000004,24.6,,2020-05-02 12:00:00
,55.4,98244.95,1252.5510000000002,296.3033,0.637031,337.5183,23.1,,2020-05-02 13:00:00
,54.6,98110.83,1477.68,298.01093,1.6336178,56.62911999999999,20.7,,2020-05-02 14:00:00
,48.7,98231.89,627.0767,294.22574,5.9672403,293.9748,37.9,,2020-05-02 15:00:00
,42.3,98664.13,431.48138,287.55002,7.712528,279.9115,64.5,,2020-05-02 16:00:00
,44.9,98614.586,344.92663999999996,289.06448,3.0975976000000003,262.46997000000005,51.0,,2020-05-02 17:00:00
,48.8,98651.78,853.92444,290.18466,5.4756017,234.47401000000002,39.6,,2020-05-02 18:00:00
,50.6,98782.016,496.0765,289.39014,4.815867,241.8597,31.8,,2020-05-02 19:00:00
,49.9,98863.2,564.9804,288.05112,4.794176,244.46176,38.7,,2020-05-02 20:00:00
,46.2,99000.836,540.57104,287.23900000000003,5.4414377,243.39629,43.2,,2020-05-02 21:00:00
,45.7,99108.38,390.8448,286.33878,4.8091610000000005,239.02539,46.6,,2020-05-02 22:00:00
,48.2,99232.086,124.91301000000001,285.0174,4.376399,231.37996,56.3,,2020-05-02 23:00:00
,50.3,99210.03,91.83506,284.21152,5.145675,224.69553,52.2,,2020-05-03 00:00:00
,49.5,99296.13,74.059326,283.3663,5.4847803,232.12411,56.5,,2020-05-03 01:00:00
,47.8,99412.76,64.341286,282.6344,5.1999273,228.29195,60.7,,2020-05-03 02:00:00
,48.1,99493.586,71.96789,281.9286,5.1705955999999995,224.59235,64.4,,2020-05-03 03:00:00
,49.9,99594.05,60.53029599999999,281.47412,4.80549,222.88299999999998,66.2,,2020-05-03 04:00:00
,52.1,99672.25,622.0387599999999,281.3727,6.381414,227.48596,66.6,,2020-05-03 05:00:00
,49.1,99706.22,342.74,282.10654,6.342615,226.56491,62.1,,2020-05-03 06:00:00
,47.6,99808.84,587.2367,283.31235,5.2498016,235.63287000000003,55.0,,2020-05-03 07:00:00
,47.8,99826.01,997.8049,284.98282,4.3408775,242.18141,44.5,,2020-05-03 08:00:00
,48.9,99865.734,1620.1719,286.30777,3.9882329,240.64105,37.1,,2020-05-03 09:00:00
,50.5,99867.63,2005.9604,287.50592,3.8083214999999995,237.28028999999998,31.9,,2020-05-03 10:00:00
,52.5,99837.27,2281.6143,288.512,3.9103436,231.22632000000002,29.5,,2020-05-03 11:00:00
,53.6,99805.625,2484.7043,289.43823,4.024259,229.59782,27.4,,2020-05-03 12:00:00
,53.5,99733.16,2787.7246,290.24026000000003,3.6025395,236.85976000000002,25.0,,2020-05-03 13:00:00
,54.1,99702.88,2967.9268,290.823,3.7198517,236.74042999999998,23.9,,2020-05-03 14:00:00
,55.1,99689.37,2756.3945,290.65744,4.269150700000001,246.18332999999998,23.7,,2020-05-03 15:00:00
,55.4,99666.055,2272.0686,290.43497,3.1825655,294.47463999999997,25.3,,2020-05-03 16:00:00
,54.3,99641.625,2324.1377,290.2599,1.5287998999999999,271.0991,25.6,,2020-05-03 17:00:00
,53.4,99579.73,2455.3748,289.76254,1.7773806,218.78886,24.4,,2020-05-03 18:00:00
,49.1,99595.81,569.2048,288.78796,2.2924275,203.77617,27.2,,2020-05-03 19:00:00
,43.3,99668.49,60.497105000000005,287.30145,1.7847476000000002,337.88205,36.2,,2020-05-03 20:00:00
,42.0,99689.51,536.3952,285.9435,1.4696664,262.30585,40.7,,2020-05-03 21:00:00
,43.5,99721.555,467.65707000000003,285.1549,1.7523016,282.28283999999996,44.0,,2020-05-03 22:00:00
,45.3,99745.79,444.3317,284.46494,1.8004837,285.1679,42.4,,2020-05-03 23:00:00
,46.9,99907.305,465.32507000000004,283.70416,1.3139926000000002,261.0637,43.2,,2020-05-04 00:00:00
,47.6,99909.99,364.85977,283.1106,1.2792063,250.50799999999998,43.7,,2020-05-04 01:00:00
,47.2,99935.39,283.19763,282.57794,1.4584297,253.75992000000002,45.0,,2020-05-04 02:00:00
,46.2,99929.17,217.75457999999998,282.12273999999996,1.4050208,255.9827,47.3,,2020-05-04 03:00:00
,45.8,99996.03,138.11552,281.75977,1.7146723000000001,239.30272999999997,49.1,,2020-05-04 04:00:00
,45.1,99997.195,76.74268000000001,281.57156000000003,1.5176185,239.1324,50.0,,2020-05-04 05:00:00
,44.2,99989.64,300.47165,282.85556,0.75027543,308.08,46.2,,2020-05-04 06:00:00
,44.7,100022.305,519.70844,284.2344,0.86204654,8.412231,42.3,,2020-05-04 07:00:00
,47.3,99979.19,854.7389,285.9575,1.0231336,72.167114,37.0,,2020-05-04 08:00:00
,50.0,99954.39,1027.0946,287.8598,1.4293267,89.45505,31.7,,2020-05-04 09:00:00
,52.4,99893.04,1290.1277,289.48618,1.9190183,79.03296,27.6,,2020-05-04 10:00:00
,55.0,99814.45,1561.4265,290.97406,2.0077398,75.905426,24.5,,2020-05-04 11:00:00
,57.3,99753.45,1776.2009,292.3276,1.7996606,77.88299599999999,21.7,,2020-05-04 12:00:00
,58.6,99623.61,1942.7910000000002,293.46982,1.5720441,64.49039,19.2,,2020-05-04 13:00:00
,59.0,99551.055,2173.3574,293.9903,1.1270096,75.6918,18.1,,2020-05-04 14:00:00
,59.4,99489.02,2212.2932,294.7732,1.4089923999999998,48.81909,16.6,,2020-05-04 15:00:00
,59.3,99435.586,1631.3461,294.52917,2.2755551,34.444214,16.6,,2020-05-04 16:00:00
,57.3,99402.516,1152.3647,294.29932,2.0940754,52.468292000000005,16.8,,2020-05-04 17:00:00
,49.5,99360.84,666.05145,293.23575,2.0975895,52.450623,18.3,,2020-05-04 18:00:00
,45.0,99335.19,239.98507999999998,290.85846000000004,1.8220121,53.916626,21.4,,2020-05-04 19:00:00
,44.9,99388.06,94.54406999999999,290.8971,0.93708926,78.56647,21.5,,2020-05-04 20:00:00
,45.9,99416.805,20.35791,290.42795,0.48820713,209.80982999999998,22.0,,2020-05-04 21:00:00
,49.2,99465.42,20.327263000000002,289.26672,1.5099906,205.26203999999998,23.9,,2020-05-04 22:00:00
,51.2,99491.41,20.313843,289.2123,1.4640788999999998,241.63067999999998,23.9,,2020-05-04 23:00:00
,45.7,99582.7,20.203583,288.25876,0.7251879,301.38925,26.2,,2020-05-05 00:00:00
,44.6,99542.39,20.116356,286.58844,1.3303341,268.56073,30.1,,2020-05-05 01:00:00
,44.3,99537.39,20.09806,286.12146,1.4704306,270.83835,30.8,,2020-05-05 02:00:00
,43.2,99539.85,71.03578,284.95877,2.0632707999999997,278.1972,35.6,,2020-05-05 03:00:00
,41.7,99624.28,94.81544,284.27063,1.9414481,264.67593,40.3,,2020-05-05 04:00:00
,40.4,99639.35,109.15796,284.2731,2.148021,258.04102,39.5,,2020-05-05 05:00:00
,39.9,99620.75,138.19519,285.81296000000003,1.9397196,286.9451,34.1,,2020-05-05 06:00:00
,40.7,99631.07,296.25906000000003,287.29095,1.8974811999999999,301.92966,33.6,,2020-05-05 07:00:00
,40.3,99577.32,452.86462,289.22076,1.6653205000000002,325.63394,30.1,,2020-05-05 08:00:00
,41.9,99545.01,581.33057,291.40692,2.0125608,349.78424,26.9,,2020-05-05 09:00:00
,46.7,99477.18,736.9554400000001,293.41302,2.2685466,7.951172,24.2,,2020-05-05 10:00:00
,50.5,99388.09,932.2095300000001,295.29364,2.1312234,26.356872999999997,21.6,,2020-05-05 11:00:00
,54.4,99312.59,1149.2877,296.986,2.0864718,22.520386,18.7,,2020-05-05 12:00:00
,58.1,99179.94,1349.138,298.30453,1.6832222,22.91388,16.5,,2020-05-05 13:00:00
,60.8,99082.84,1662.1356,299.29807,1.5069755,24.586578,15.0,,2020-05-05 14:00:00
,62.3,98999.7,1983.5839,299.73557,1.6132031999999998,13.675964000000002,14.6,,2020-05-05 15:00:00
,61.9,98932.93,2316.5369,299.67438,1.5667106000000002,343.87964,14.7,,2020-05-05 16:00:00
,56.2,98902.914,2248.728,299.10573999999997,2.0279226,340.2865,15.7,,2020-05-05 17:00:00
,48.6,98861.09,342.07645,297.73126,1.2440822,10.540131,17.3,,2020-05-05 18:00:00
,47.0,98845.79,20.781456,296.44818,1.0030028,30.838866999999997,18.9,,2020-05-05 19:00:00
,46.3,98863.62,20.729988,294.1578,1.8649651999999999,244.41682000000003,22.0,,2020-05-05 20:00:00
,53.4,98879.305,324.127,293.3393,3.1186533,253.2715,23.3,,2020-05-05 21:00:00
,58.4,98945.586,616.75757,292.94376,5.3248515,293.00012000000004,30.8,,2020-05-05 22:00:00
,55.5,99025.76,697.2341,292.2333,2.652894,306.83014,30.6,,2020-05-05 23:00:00
,55.7,98915.58,713.5654,292.47278,5.396846,286.9069,39.4,,2020-05-06 00:00:00
,54.4,99012.9,290.85553,291.2292,5.00991,283.03713999999997,46.8,,2020-05-06 01:00:00
,53.9,99051.77,441.03995,289.506,6.1958876,287.0952,57.6,,2020-05-06 02:00:00
,53.7,99226.82,710.5714,288.0809,2.528716,270.32126,66.5,,2020-05-06 03:00:00
,51.9,99427.06,592.4893,286.22025,4.144359,278.9644,78.9,,2020-05-06 04:00:00
,49.8,99546.18,436.86825999999996,284.99332000000004,2.7987041,226.31265,81.9,,2020-05-06 05:00:00
,46.6,99559.44,271.9718,285.157,5.316889,205.03538999999998,68.3,,2020-05-06 06:00:00
,46.7,99733.62,1159.7064,285.8333,5.6629,265.64874,57.3,,2020-05-06 07:00:00
,47.8,99748.945,1313.4711,286.74282999999997,4.5631455999999995,255.70676,45.2,,2020-05-06 08:00:00
,52.2,99796.336,1358.1449,287.18002,7.581925999999999,232.40782000000002,43.7,,2020-05-06 09:00:00
,50.9,99878.84,2336.6677,289.33606000000003,7.078028,273.9146,28.2,,2020-05-06 10:00:00
,50.5,99970.68,2633.4905,290.1045,6.7748,264.85715,26.8,,2020-05-06 11:00:00
,51.4,100047.77,2689.684,290.82498,6.6412787,273.652,25.6,,2020-05-06 12:00:00
,52.5,100058.74,2971.2476,291.62494,6.2583075,275.76443,21.8,,2020-05-06 13:00:00
,52.7,100073.78,3079.3206,292.07388,6.31991,279.16162,19.9,,2020-05-06 14:00:00
,52.9,100074.664,3019.7905,292.43076,5.9261084,285.6393,17.6,,2020-05-06 15:00:00
,53.0,100073.97,2942.7197,292.17287999999996,5.905994000000001,279.02237,19.4,,2020-05-06 16:00:00
,53.6,100105.234,2553.244,291.50363,5.891339,280.7938,21.0,,2020-05-06 17:00:00
,52.4,100110.56,2738.9294,290.84106,4.938121,282.7282,21.1,,2020-05-06 18:00:00
,49.9,100178.93,1989.3123,289.37964,3.8789866,283.01614,23.6,,2020-05-06 19:00:00
,47.2,100275.484,792.99866,287.75537,2.580698,345.52036,35.0,,2020-05-06 20:00:00
,46.5,100304.27,714.76886,286.57312,3.3071910000000004,322.29706,43.6,,2020-05-06 21:00:00
,44.9,100353.74,672.60016,285.73825,2.839148,315.18008,45.2,,2020-05-06 22:00:00
,44.9,100403.24,509.8834,285.10565,2.2249397999999996,280.08337,46.0,,2020-05-06 23:00:00
,46.7,100544.805,792.4261,285.03732,2.9150138,293.42935,44.6,,2020-05-07 00:00:00
,46.4,100507.47,642.7748,284.28867,2.3038127,270.79593,47.3,,2020-05-07 01:00:00
,45.1,100516.22,459.25735,283.67438,2.685517,279.85208,48.8,,2020-05-07 02:00:00
,43.2,100516.445,330.66787999999997,283.20996,2.2149674999999998,279.5748,46.6,,2020-05-07 03:00:00
,42.1,100577.44,110.88695,282.7581,1.964319,228.01143,45.8,,2020-05-07 04:00:00
,43.8,100581.7,66.056816,282.72012,1.7382970000000002,222.11426,43.8,,2020-05-07 05:00:00
,46.1,100581.9,463.84435999999994,284.34598,0.8491185,221.93694,37.8,,2020-05-07 06:00:00
,47.0,100612.01,811.6687,285.60004,0.20655173,275.65297999999996,34.5,,2020-05-07 07:00:00
,48.4,100548.6,1100.4038,286.64758,0.54130733,240.65489,32.3,,2020-05-07 08:00:00
36.0,51.0,100530.21,1548.1889999999999,288.0045,0.709325,217.50635,29.1,,2020-05-07 09:00:00
40.0,53.3,100487.73,1798.6277,289.37177,0.59936494,213.22566,25.5,,2020-05-07 10:00:00
45.0,55.5,100410.96,1938.243,290.60876,0.32758167,74.382355,22.8,,2020-05-07 11:00:00
44.0,57.5,100364.26,1937.0123,292.43622,1.8484775000000002,62.715637,20.0,,2020-05-07 12:00:00
47.0,58.4,100263.45,1860.9414,293.1772,2.533865,65.045135,18.5,,2020-05-07 13:00:00
47.0,58.0,100166.97,1808.6881,293.74435,2.7681568,43.196045,17.5,,2020-05-07 14:00:00
48.0,57.5,100090.53,1800.2420000000002,294.05865,2.704134,40.640809999999995,17.0,,2020-05-07 15:00:00
47.0,57.1,100002.234,1734.9938,294.08957000000004,2.4570703999999997,49.7619,16.7,,2020-05-07 16:00:00
48.0,55.1,99943.445,1450.0682,293.85474,2.0850093000000003,45.14612,17.7,,2020-05-07 17:00:00
46.0,46.2,99893.75,1221.0955,293.21393,1.3120881000000002,31.052184999999998,19.1,,2020-05-07 18:00:00
36.0,38.0,99875.95,88.85707,291.16266,1.4629875,341.1327,22.3,,2020-05-07 19:00:00
24.0,35.5,99884.69,64.11702,289.64072000000004,1.5345517,341.47482,26.2,,2020-05-07 20:00:00
19.0,36.2,99854.45,119.35628500000001,289.48056,0.6577187,334.08664,29.1,,2020-05-07 21:00:00
21.0,38.6,99841.516,20.282882999999998,288.975,0.5716817,346.93088,30.6,,2020-05-07 22:00:00
24.0,40.1,99865.84,20.200073,286.89687999999995,1.7075133000000002,278.9453,36.2,,2020-05-07 23:00:00
21.0,38.6,99918.56,328.70392000000004,287.23868,0.29586640000000003,60.540040000000005,42.4,,2020-05-08 00:00:00
18.0,36.8,99912.72,20.122536,286.56357,0.65183365,83.3483,45.4,,2020-05-08 01:00:00
21.0,34.4,99912.68,20.079361,285.9794,0.28665537,101.14232,48.1,,2020-05-08 02:00:00
23.0,31.7,99946.8,74.33957,284.3853,1.7553880000000002,319.36157000000003,55.0,,2020-05-08 03:00:00
20.0,32.5,99989.64,116.74008,283.89,1.7129973000000003,301.25336,59.9,,2020-05-08 04:00:00
17.0,33.1,100020.19,133.83601000000002,283.68422999999996,1.4849005,311.00156,61.3,,2020-05-08 05:00:00
19.0,34.2,100023.21,235.3622,285.17276,2.28145,340.89398,55.0,,2020-05-08 06:00:00
22.0,36.4,100024.46,334.8177,286.8585,2.4111697999999997,346.5235,49.9,,2020-05-08 07:00:00
25.0,37.8,99999.734,500.14977999999996,288.99142,2.9770103,355.6238,43.7,,2020-05-08 08:00:00
30.0,45.4,99954.69,999.1073,291.5109,3.112935,15.309204000000001,37.3,,2020-05-08 09:00:00
36.0,46.4,99878.414,1488.0810000000001,293.50226000000004,4.0172105,29.600006,29.1,,2020-05-08 10:00:00
39.0,47.9,99833.98,1517.2538,294.73245,3.7590413000000003,24.006653,25.2,,2020-05-08 11:00:00
40.0,49.3,99788.26,1547.245,295.85526,3.8758437999999993,16.313782,20.9,,2020-05-08 12:00:00
41.0,50.2,99702.9,1678.2267,296.77313,3.7228284,16.046875,19.6,,2020-05-08 13:00:00
42.0,50.6,99627.484,1734.1960000000001,297.56784,3.5210437999999993,21.067078,18.2,,2020-05-08 14:00:00
42.0,51.4,99530.48,1752.8262,298.03265,3.329129,27.819029999999998,17.4,,2020-05-08 15:00:00
43.0,52.7,99467.47,1736.6902,298.22452000000004,2.9568121,36.68524,16.4,,2020-05-08 16:00:00
43.0,49.5,99420.23,1705.4673,298.07486,2.7194988999999996,36.621857,16.6,,2020-05-08 17:00:00
42.0,40.8,99373.26,1464.9691,297.13376,1.6305508999999998,25.12207,17.7,,2020-05-08 18:00:00
31.0,36.1,99381.195,282.40903,294.5618,1.9943186000000002,18.933899,21.6,,2020-05-08 19:00:00
20.0,33.8,99383.25,107.519806,293.89322000000004,1.1421071000000003,13.962523999999998,24.6,,2020-05-08 20:00:00
19.0,33.4,99346.21,20.599907,293.19552999999996,0.93884677,330.13425,27.1,,2020-05-08 21:00:00
17.0,33.5,99338.164,20.539382999999997,292.23535,0.7077403,19.770751999999998,30.4,,2020-05-08 22:00:00
16.0,32.1,99336.516,20.429466,289.7695,1.6765537,290.99463,37.2,,2020-05-08 23:00:00
15.0,31.8,99555.82,41.51822,288.0832,2.0480964,315.82315,47.5,,2020-05-09 00:00:00
15.0,33.8,99556.56,68.86498,287.2988,1.8777883000000002,317.81232,51.6,,2020-05-09 01:00:00
,35.9,99533.2,84.42203,286.5956,1.7518365000000002,317.82468,55.8,,2020-05-09 02:00:00
14.0,36.6,99551.27,94.373566,286.1364,1.8538471,317.21167,55.3,,2020-05-09 03:00:00
15.0,35.5,99572.664,131.93437,285.4497,1.5558786,317.82013,55.9,,2020-05-09 04:00:00
18.0,33.6,99593.664,180.7505,285.13788,1.1916944,305.6122,55.1,,2020-05-09 05:00:00
21.0,36.6,99626.195,221.5188,286.8979,2.5128182999999997,331.26117,47.1,,2020-05-09 06:00:00
26.0,38.4,99639.99,442.8117,288.68396,3.1731380000000002,336.48474,39.5,,2020-05-09 07:00:00
28.0,39.6,99615.85,545.7945599999999,290.6356,3.0336225,337.05147999999997,33.5,,2020-05-09 08:00:00
31.0,41.1,99592.77,654.48065,292.92593,3.0690866000000003,340.82092,28.3,,2020-05-09 09:00:00
34.0,45.0,99509.04,730.3643,295.37878,3.0089599999999996,352.78046,23.7,,2020-05-09 10:00:00
38.0,50.3,99424.26,1065.3594,297.69205,2.8029759999999997,8.957275,19.6,,2020-05-09 11:00:00
42.0,54.0,99353.93,1297.463,299.41247999999996,2.5794246,21.793670000000002,16.5,,2020-05-09 12:00:00
45.0,56.2,99221.2,1540.0745,300.7866,2.241555,27.785460999999998,14.2,,2020-05-09 13:00:00
47.0,56.5,99133.164,1721.015,301.7579,2.2057827000000003,40.47513,12.5,,2020-05-09 14:00:00
48.0,55.9,99049.12,1721.9283,302.1432,2.4366846,32.791443,11.7,,2020-05-09 15:00:00
48.0,55.6,98964.625,1462.7317,302.07724,2.6350436,17.633942,11.4,,2020-05-09 16:00:00
48.0,50.1,98901.97,1208.5698,301.72504,2.6317009999999996,24.021362,11.4,,2020-05-09 17:00:00
43.0,42.5,98840.2,533.7533599999999,300.20398,1.4565953999999999,7.279571499999999,12.9,,2020-05-09 18:00:00
28.0,39.7,98825.95,168.83015,297.51132,2.0260534,350.89777000000004,15.9,,2020-05-09 19:00:00
23.0,40.6,98836.64,112.83572,296.02286000000004,1.488151,347.6737,18.8,,2020-05-09 20:00:00
22.0,42.6,98820.56,20.744423,295.70993,0.9287175999999999,313.5339,19.2,,2020-05-09 21:00:00
23.0,43.0,98818.945,26.285582,292.84616,2.2184763,301.8658,22.8,,2020-05-09 22:00:00
21.0,40.9,98829.1,72.638565,291.95538,2.4020135,304.73297,24.5,,2020-05-09 23:00:00
19.0,40.3,98931.01,20.486198,290.40506,1.9456026999999998,330.77545,37.8,,2020-05-10 00:00:00
22.0,39.7,98899.69,47.75077,289.5074,2.070159,315.87613,40.6,,2020-05-10 01:00:00
24.0,40.8,98912.484,104.4817,288.99915,2.4446266,316.95816,41.5,,2020-05-10 02:00:00
26.0,42.1,98942.7,199.83812,288.65207000000004,2.4831803,325.38766,40.0,,2020-05-10 03:00:00
27.0,42.7,98995.875,307.2547,287.96826,2.1465490000000003,336.50253,40.5,,2020-05-10 04:00:00
27.0,44.2,99024.16,316.7425,287.98438,3.403786,337.98717999999997,37.8,,2020-05-10 05:00:00
31.0,45.1,99033.836,281.24863,288.97028,4.422174,339.3426,33.1,,2020-05-10 06:00:00
35.0,45.0,99028.336,550.14825,290.43982,4.694510500000001,343.98276,28.6,,2020-05-10 07:00:00
36.0,45.1,99005.57,687.93036,292.02032,4.915909,346.10077,25.7,,2020-05-10 08:00:00
38.0,45.9,98972.99,846.1381,294.3695,4.563425,356.1585,22.2,,2020-05-10 09:00:00
39.0,46.5,98906.17,990.97485,296.51883,4.372546,2.623169,19.9,,2020-05-10 10:00:00
41.0,47.2,98820.18,1138.2587,298.60114,4.2177334,4.689148,17.8,,2020-05-10 11:00:00
42.0,48.6,98719.484,1384.0422,300.6109,4.2700543,6.1029053,15.9,,2020-05-10 12:00:00
44.0,50.1,98556.94,1689.7896,302.163,4.258297,12.182404,14.1,,2020-05-10 13:00:00
44.0,50.6,98446.375,1728.2958,303.1278,4.4939055,19.263916000000002,12.6,,2020-05-10 14:00:00
41.0,51.2,98336.086,1769.2402,303.52148,4.627103,21.212097,11.6,,2020-05-10 15:00:00
39.0,51.1,98246.375,1754.9149,303.52837999999997,4.675110299999999,22.944092,10.8,,2020-05-10 16:00:00
39.0,49.6,98200.305,1712.1572,303.02612,4.60279,17.179779999999997,10.6,,2020-05-10 17:00:00
36.0,45.6,98133.2,1147.4331,301.7532,3.7044535000000005,10.082092,11.5,,2020-05-10 18:00:00
34.0,42.3,98124.21,613.59015,299.30334,3.1151805,359.69818,14.1,,2020-05-10 19:00:00
33.0,41.2,98131.48,490.9736,296.94732999999997,2.2048607000000002,334.23177999999996,16.3,,2020-05-10 20:00:00
34.0,41.9,98119.445,444.61685,295.65222,2.5907533,310.89304,18.4,,2020-05-10 21:00:00
32.0,42.4,98132.4,581.2064,294.79053,3.0151582,324.4953,19.9,,2020-05-10 22:00:00
32.0,43.2,98206.72,684.2583599999999,293.9595,3.3765044,329.1589,21.1,,2020-05-10 23:00:00
34.0,42.9,98327.33,285.6109,292.0394,3.102992,351.25424,33.5,,2020-05-11 00:00:00
34.0,43.3,98383.29,443.72045999999995,291.02083999999996,3.4050523999999998,344.71234,32.9,,2020-05-11 01:00:00
,43.5,98419.625,547.4185,290.48306,4.074057,332.98737,31.2,,2020-05-11 02:00:00
34.0,43.4,98432.37,600.7694,289.70514,3.818907,334.57532000000003,31.1,,2020-05-11 03:00:00
33.0,43.1,98484.98,549.7243,288.95412999999996,4.261127,336.8344,31.4,,2020-05-11 04:00:00
32.0,43.1,98511.32,663.58057,288.4673,4.929786,343.0687,30.8,,2020-05-11 05:00:00
33.0,42.6,98498.94,591.1601,288.83252000000005,5.6136136,348.11713,29.2,,2020-05-11 06:00:00
34.0,42.2,98476.42,633.37067,289.7469,5.635609,350.8064,28.1,,2020-05-11 07:00:00
35.0,42.6,98420.38,805.9974,291.3052,5.470917,359.02907999999996,26.1,,2020-05-11 08:00:00
37.0,43.9,98359.43,1002.2229,293.19342,5.271628400000001,5.001587000000001,23.9,,2020-05-11 09:00:00
39.0,45.2,98265.05,1166.7429,295.29166000000004,5.2059684,10.942383,21.6,,2020-05-11 10:00:00
41.0,46.5,98145.89,1398.9916,297.2368,4.944091,16.834473000000003,19.5,,2020-05-11 11:00:00
43.0,47.2,98034.84,1627.3453,298.73676,4.744249,19.266907,17.2,,2020-05-11 12:00:00
43.0,47.7,97878.71,1717.5695,299.3905,4.445169,18.197326999999998,15.9,,2020-05-11 13:00:00
42.0,48.1,97765.305,1849.6459,300.45886,4.1233106,16.216735999999997,14.8,,2020-05-11 14:00:00
43.0,49.0,97661.59,2052.8938,300.9348,3.7779769999999995,10.621613,14.3,,2020-05-11 15:00:00
43.0,49.2,97589.38,2088.984,301.04816,3.5181358,8.780395500000001,14.3,,2020-05-11 16:00:00
41.0,47.9,97543.625,1998.2167,300.70038,3.6272607000000003,11.992493,14.5,,2020-05-11 17:00:00
37.0,46.3,97486.14,1422.4701,299.53882000000004,3.1247947,4.2763367,15.5,,2020-05-11 18:00:00
31.0,46.3,97465.59,677.58344,297.52725,3.7198498,342.82196,17.2,,2020-05-11 19:00:00
31.0,45.1,97526.12,568.4078,295.59274,2.7542843999999995,322.69476000000003,19.1,,2020-05-11 20:00:00
30.0,45.7,97540.44,568.6942,295.34515,2.3693522999999996,307.5254,18.9,,2020-05-11 21:00:00
29.0,43.8,97644.64,116.60566999999999,292.08795,6.390852,207.06238000000002,42.6,,2020-05-11 22:00:00
31.0,45.3,97660.03,333.6304,292.68667999999997,6.0617714000000005,227.61973999999998,35.2,,2020-05-11 23:00:00
29.0,42.6,97740.3,246.36575,289.53134,2.3513327,299.3749,36.2,,2020-05-12 00:00:00
27.0,42.3,97744.59,316.11400000000003,289.15012,2.5960813,286.33835,38.5,,2020-05-12 01:00:00
26.0,40.8,97779.87,361.1968,288.79626,2.9605432,285.93475,40.5,,2020-05-12 02:00:00
31.0,40.8,97827.52,382.73862,288.47864,2.8091762000000005,286.47537,40.5,,2020-05-12 03:00:00
35.0,41.5,97876.59,453.64594000000005,288.1839,2.8304259999999997,296.1457,40.9,,2020-05-12 04:00:00
34.0,41.9,97980.7,299.95737,286.90625,3.1918337,285.15286000000003,53.0,,2020-05-12 05:00:00
35.0,43.0,98023.234,589.4194,287.2803,2.8586986,318.98145,53.0,,2020-05-12 06:00:00
36.0,43.3,98108.266,598.42896,287.301,2.4464567,315.84454,54.7,,2020-05-12 07:00:00
35.0,42.9,98101.26,583.1992,287.69757000000004,1.7111609,299.9396,54.0,,2020-05-12 08:00:00
39.0,43.8,98119.055,636.1136,288.27002000000005,1.8977451,295.70883,49.8,,2020-05-12 09:00:00
39.0,45.0,98107.32,1279.5345,290.98007,2.6433616,323.99924,42.2,,2020-05-12 10:00:00
41.0,45.6,98088.805,1725.6593,292.3808,2.7140107,305.8889,38.3,,2020-05-12 11:00:00
42.0,46.5,98033.414,1565.4403,292.99725,2.3949277,289.52477999999996,36.7,,2020-05-12 12:00:00
41.0,47.3,97964.22,1808.2659,293.95514,1.8864691999999998,273.13632,33.5,,2020-05-12 13:00:00
37.0,43.6,97994.18,887.8576699999999,292.08856000000003,8.314031,236.30446,46.9,,2020-05-12 14:00:00
38.0,43.8,97986.15,675.2879,291.3204,6.224671400000001,229.31227,47.2,,2020-05-12 15:00:00
37.0,43.2,97976.49,1201.6576,292.42935,4.7391596,233.0277,44.4,,2020-05-12 16:00:00
32.0,43.0,97961.35,1539.6570000000002,292.86593999999997,3.0936987,252.31615,36.4,,2020-05-12 17:00:00
31.0,40.7,97953.91,1876.5479999999998,293.00174,3.4306066,241.18062,36.2,,2020-05-12 18:00:00
28.0,41.5,98010.61,521.9558,291.34542999999996,3.4054917999999996,228.20055,43.5,,2020-05-12 19:00:00
29.0,41.6,98104.52,917.14526,290.37854,6.339191400000001,236.63005,40.8,,2020-05-12 20:00:00
33.0,40.9,98226.16,1071.7052,289.49872,6.4190793,240.27885,46.0,,2020-05-12 21:00:00
